collected_at,company,date,title,notice_id,category,views,url,source_type,raw
2026-05-22 09:07:35,키움증권,2026-05-22,[해외주식] 2026년 06월 해외주식 휴장일,9209,없음,1,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 1, ""seqid"": 9209, ""scrnTp"": ""NWWNZ"", ""ttl"": ""[해외주식] 2026년 06월 해외주식 휴장일"", ""custId"": null, ""custPsdn"": ""글로벌영업팀"", ""maintp"": ""0"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 1, ""makeTime"": ""2026.05.22"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""Y"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""해외주식/파생"", ""prevPageNo"": null, ""attcFile"": [], ""sdate"": null, ""edate"": null}"
2026-05-22 09:07:35,키움증권,2026-05-22,"[금융소비자보호의 날] AI웹툰 ""휴면계좌와 숨은 자산 지금 찾아가세요""",9205,없음,36,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 2, ""seqid"": 9205, ""scrnTp"": ""NWWNZ"", ""ttl"": ""[금융소비자보호의 날]  AI웹툰 \""휴면계좌와 숨은 자산 지금 찾아가세요\"""", ""custId"": null, ""custPsdn"": ""키움증권"", ""maintp"": ""1"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 36, ""makeTime"": ""2026.05.22"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""Y"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""기타"", ""prevPageNo"": null, ""attcFile"": [], ""sdate"": null, ""edate"": null}"
2026-05-22 09:07:35,키움증권,2026-05-21,5/23(토) 전체 서비스 중단 안내,9201,서비스,43,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 3, ""seqid"": 9201, ""scrnTp"": ""NWWNZ"", ""ttl"": ""5/23(토) 전체 서비스 중단 안내"", ""custId"": null, ""custPsdn"": ""키움증권"", ""maintp"": ""0"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 43, ""makeTime"": ""2026.05.21"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""Y"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""시스템안내"", ""prevPageNo"": null, ""attcFile"": [], ""sdate"": null, ""edate"": null}"
2026-05-22 09:07:35,키움증권,2026-05-21,단일종목 기반 레버리지·인버스 상품(ETF·ETN) 투자자 유의사항,9200,규제,90,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 4, ""seqid"": 9200, ""scrnTp"": ""NWWNZ"", ""ttl"": ""단일종목 기반 레버리지·인버스 상품(ETF·ETN) 투자자 유의사항"", ""custId"": null, ""custPsdn"": ""키움증권"", ""maintp"": ""0"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 90, ""makeTime"": ""2026.05.21"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""Y"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""국내주식/파생/CFD"", ""prevPageNo"": null, ""attcFile"": [], ""sdate"": null, ""edate"": null}"
2026-05-22 09:07:35,키움증권,2026-05-18,국민참여형 국민성장펀드 가입 안내,9193,없음,899,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 5, ""seqid"": 9193, ""scrnTp"": ""NWWNZ"", ""ttl"": ""국민참여형 국민성장펀드 가입 안내"", ""custId"": null, ""custPsdn"": ""키움증권"", ""maintp"": ""0"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 899, ""makeTime"": ""2026.05.18"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""N"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""금융상품"", ""prevPageNo"": null, ""attcFile"": [], ""sdate"": null, ""edate"": null}"
2026-05-22 09:07:35,키움증권,2026-05-18,[해외주식] 레버리지 ETP 기본예탁금 제도 도입 안내,9191,규제,112,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 6, ""seqid"": 9191, ""scrnTp"": ""NWWNZ"", ""ttl"": ""[해외주식] 레버리지 ETP 기본예탁금 제도 도입 안내"", ""custId"": null, ""custPsdn"": ""글로벌영업팀"", ""maintp"": ""0"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 112, ""makeTime"": ""2026.05.18"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""N"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""해외주식/파생"", ""prevPageNo"": null, ""attcFile"": [], ""sdate"": null, ""edate"": null}"
2026-05-22 09:07:35,키움증권,2026-05-18,[해외주식] 단일종목 레버리지·인버스 ETP 사전교육 제도 안내,9190,규제,131,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 7, ""seqid"": 9190, ""scrnTp"": ""NWWNZ"", ""ttl"": ""[해외주식] 단일종목 레버리지·인버스 ETP 사전교육 제도 안내"", ""custId"": null, ""custPsdn"": ""글로벌영업팀"", ""maintp"": ""0"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 131, ""makeTime"": ""2026.05.18"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""N"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""해외주식/파생"", ""prevPageNo"": null, ""attcFile"": [], ""sdate"": null, ""edate"": null}"
2026-05-22 09:07:35,키움증권,2026-05-18,[해외주식] 병합/ 분할/ 심볼변경/ 상장폐지 효력일 안내 (2026년 05월 18일 ~ 05월 25일),9187,서비스,56,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 8, ""seqid"": 9187, ""scrnTp"": ""NWWNZ"", ""ttl"": ""[해외주식] 병합/ 분할/ 심볼변경/ 상장폐지 효력일 안내 (2026년 05월 18일 ~ 05월 25일)\t"", ""custId"": null, ""custPsdn"": ""글로벌영업팀"", ""maintp"": ""0"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 56, ""makeTime"": ""2026.05.18"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""N"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""해외주식/파생"", ""prevPageNo"": null, ""attcFile"": [], ""sdate"": null, ""edate"": null}"
2026-05-22 09:07:35,키움증권,2026-05-13,외화증권 핵심(요약)설명서 개정 안내,9179,서비스,79,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 9, ""seqid"": 9179, ""scrnTp"": ""NWWNZ"", ""ttl"": ""외화증권 핵심(요약)설명서 개정 안내"", ""custId"": null, ""custPsdn"": ""글로벌영업팀"", ""maintp"": ""0"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 79, ""makeTime"": ""2026.05.13"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""N"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""해외주식/파생"", ""prevPageNo"": null, ""attcFile"": [{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 0, ""seqid"": 9179, ""scrnTp"": ""NWWNZ"", ""ttl"": null, ""custId"": null, ""custPsdn"": null, ""maintp"": null, ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 0, ""makeTime"": null, ""imprLevl"": null, ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": null, ""isNew"": null, ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": ""1"", ""filenm"": ""외화증권 핵심(요약) 설명서_신구조문대비표_2605.pdf"", ""apndnm"": ""260519083952851TRY7.pdf"", ""cd"": null, ""prevPageNo"": null, ""attcFile"": null, ""sdate"": null, ""edate"": null}], ""sdate"": null, ""edate"": null}"
2026-05-17 22:48:15,키움증권,2026-05-11,[해외주식] 병합/ 분할/ 심볼변경/ 상장폐지 효력일 안내 (2026년 05월 11일 ~ 05월 18일),9175,서비스,74,https://bbn.kiwoom.com/bbs/VBbsNoticeNWWNZView,json_api,"{""pageNo"": null, ""pageSize"": 15, ""totalCount"": null, ""startRow"": null, ""endRow"": null, ""f_key"": null, ""f_keyField"": null, ""rnum"": 2, ""seqid"": 9175, ""scrnTp"": ""NWWNZ"", ""ttl"": ""[해외주식] 병합/ 분할/ 심볼변경/ 상장폐지 효력일 안내 (2026년 05월 11일 ~ 05월 18일)"", ""custId"": null, ""custPsdn"": ""글로벌영업팀"", ""maintp"": ""0"", ""edtrTp"": null, ""dtlCntn"": null, ""readCnt"": 74, ""makeTime"": ""2026.05.11"", ""imprLevl"": ""AA"", ""mdiaTp"": null, ""divTp1"": null, ""divTp2"": null, ""dtlDscr"": null, ""useYn"": null, ""scrnTpNm"": ""홈페이지왓츠뉴(홈 메인)"", ""isNew"": ""N"", ""prevSeqid"": 0, ""nextSeqid"": 0, ""prevTtl"": null, ""nextTtl"": null, ""divTp1Nm"": null, ""divTp2Nm"": null, ""fileseq"": null, ""filenm"": null, ""apndnm"": null, ""cd"": ""해외주식/파생"", ""prevPageNo"": null, ""attcFile"": [], ""sdate"": null, ""edate"": null}"
