collected_at,company,date,title,notice_id,category,views,url,source_type,raw
2026-05-18 07:13:32,미래에셋증권,2026-05-18,[공지] 금융회사 사칭 투자사기 주의 안내 2026-05-18,2339913,없음,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339913','13487');""}"
2026-05-18 07:13:32,미래에셋증권,2026-05-18,장내파생상품 거래설명서 및 위험고지서 개정 안내 2026-05-18,2339895,서비스,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339895','13486');""}"
2026-05-18 07:13:32,미래에셋증권,2026-05-18,퇴직연금 온라인 서비스 일시 중단(5/23) 안내 2026-05-18,2339890,서비스,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339890','13485');""}"
2026-05-18 07:13:32,미래에셋증권,2026-05-15,금융결제원 금융공동망 시스템작업에 따른 업무 일시중단 안내 2026-05-15,2339849,시스템,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339849','13484');""}"
2026-05-18 07:13:32,미래에셋증권,2026-05-15,타 금융기관 업무 일시중단 안내 2026-05-15,2339846,시스템,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339846','13483');""}"
2026-05-18 07:13:32,미래에셋증권,2026-05-14,"나스닥100, S&amp;P 500 등 미국 대표 선물 지수 무료실시간(1호가) 시세 서비스 제공 안내 2026-05-14",2339819,마케팅,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339819','13482');""}"
2026-05-18 07:13:32,미래에셋증권,2026-05-12,국내선물옵션 추가증거금 통보방법 등록 안내 2026-05-12,2339755,상품,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339755','13481');""}"
2026-05-18 07:13:32,미래에셋증권,2026-05-11,파생상품계좌설정약관 개정 안내 2026-05-11,2339706,서비스,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339706','13480');""}"
2026-05-17 22:48:03,미래에셋증권,2026-05-08,개인투자용국채 전용계좌 예탁금이용료율 변경 안내 2026-05-08,2339617,서비스,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339617','13477');""}"
2026-05-18 07:13:32,미래에셋증권,2026-05-08,신분증(운전면허증) 진위확인 일시중단 안내(5/12) 2026-05-08,2339631,시스템,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339631','13479');""}"
2026-05-18 07:13:32,미래에셋증권,2026-05-08,타 금융기관 업무 일시중단 안내 2026-05-08,2339620,시스템,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339620','13478');""}"
2026-05-17 22:48:03,미래에셋증권,2026-05-07,㈜마키나락스 기업공개 공모 안내 2026-05-07,2339588,없음,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339588','13476');""}"
2026-05-17 22:48:03,미래에셋증권,2026-05-06,SignKorea 시스템 작업에 따른 인증서비스 일시 중단 안내 2026-05-06,2339560,서비스,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339560','13475');""}"
2026-05-14 17:15:22,미래에셋증권,2026-05-04,해외선물옵션 주요 시장규제 안내 2026-05-04,2339497,규제,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339497','13473');""}"
2026-05-14 23:07:58,미래에셋증권,2026-05-04,2025년 미국주식 소득재분류에 따른 금융소득 및 외국납부세액 전산반영 안내 2026-05-04,2339542,시스템,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2339542','13474');""}"
