collected_at,company,date,title,notice_id,category,views,url,source_type,raw
2026-05-22 09:07:26,미래에셋증권,2026-05-22,모바일 증명서 발급 서비스 확대 오픈 2026-05-22,2340033,서비스,,https://securities.miraeasset.com/bbs/board/message/list.do?categoryId=1490&curPage=1,html,"{""href"": ""javascript:viewDetail('2340033','13498');""}"
2026-05-22 09:07:28,NH투자증권,2026-05-22,해외선물옵션 Memorial Day 휴장 안내 (5/25),8620,없음,,https://m.nhsec.com/customer/notice/noticeList,json_api,"{""searchType"": null, ""searchText"": null, ""action"": false, ""mode"": ""LIST"", ""page"": 1, ""pageSize"": 12, ""offset"": 0, ""sort"": null, ""condition"": {""mNoticeYn"": ""Y"", ""mContent"": ""<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\"">안녕하세요. NH투자증권입니다.</span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\""><br style=\""line-height: 19.08px; font-family: Dotum, 돋움, sans-serif;\""></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\"">항상 저희 NH투자증권을 이용해주시는 고객분들께 감사 인사 드리며 Memorial&nbsp;Day 관련&nbsp;휴장 일정을 아래와 같이 안내 드리오니 매매에 참고 부탁 드립니다.<br style=\""line-height: 19.08px; font-family: Dotum, 돋움, sans-serif;\""></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\""><br></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\""><img src=\""https://m.nhqv.com/fileUpload/namoCrossEditor/temp/1779427090175.png\"" title=\""\"" alt=\""\"" style=\""vertical-align: baseline; border: 0px solid rgb(0, 0, 0);\""></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\""><br></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\"">기타 문의 사항은 02-768-7676 전화 연결 후 ARS 이용 2번 선택하시면 답변 드리겠습니다.</span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\"">감사합니다.</span></p>"", ""mSite"": ""A"", ""mPop"": ""N"", ""mGpop"": ""N"", ""mInputDttm"": ""2026-05-22 02:18:27"", ""mFlag"": ""Y"", ""mTopYn"": ""N"", ""searchYn"": ""N"", ""mTitle"": ""해외선물옵션 Memorial Day 휴장 안내 (5/25)"", ""mDelYn"": ""N"", ""mNo"": 8620}, ""key"": {""keys"": {}, ""allKeys"": {}}, ""nextKey"": null, ""prevKey"": null, ""nextSubject"": null, ""prevSubject"": null, ""regId"": null, ""modId"": null, ""searchYn"": ""N"", ""channel"": null, ""mNo"": 8620, ""mTitle"": ""해외선물옵션 Memorial Day 휴장 안내 (5/25)"", ""mContent"": ""<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\"">안녕하세요. NH투자증권입니다.</span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\""><br style=\""line-height: 19.08px; font-family: Dotum, 돋움, sans-serif;\""></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\"">항상 저희 NH투자증권을 이용해주시는 고객분들께 감사 인사 드리며 Memorial&nbsp;Day 관련&nbsp;휴장 일정을 아래와 같이 안내 드리오니 매매에 참고 부탁 드립니다.<br style=\""line-height: 19.08px; font-family: Dotum, 돋움, sans-serif;\""></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\""><br></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\""><img src=\""https://m.nhqv.com/fileUpload/namoCrossEditor/temp/1779427090175.png\"" title=\""\"" alt=\""\"" style=\""vertical-align: baseline; border: 0px solid rgb(0, 0, 0);\""></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\""><br></span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\"">기타 문의 사항은 02-768-7676 전화 연결 후 ARS 이용 2번 선택하시면 답변 드리겠습니다.</span></p>\r\n<p style=\""font-size: 12px; line-height: 19.08px; font-family: Dotum, 돋움, sans-serif; color: rgb(51, 51, 51); margin-right: 0px; margin-left: 0px; padding: 2px 1px;\""><span style=\""line-height: 19.08px; font-family: 돋움;\"">감사합니다.</span></p>"", ""mInputDttm"": ""2026-05-22 02:18:27"", ""mFile1"": null, ""mFile2"": null, ""mFile3"": null, ""mSite"": ""A"", ""mPop"": ""N"", ""mOs1"": null, ""mOs2"": null, ""mOs3"": null, ""mOs4"": null, ""mOs5"": null, ""mFile4"": null, ""mFile5"": null, ""mFile6"": null, ""mFile7"": null, ""mFile8"": null, ""mFile9"": null, ""mFile10"": null, ""mGpop"": ""N"", ""mTopYn"": ""N"", ""mNoticeYn"": ""Y"", ""mFlag"": ""Y"", ""mDelYn"": ""N"", ""keyWord"": null, ""siteType"": null, ""conditionParam"": ""&searchYn=N&mNo=8620&mTitle=%C7%D8%BF%DC%BC%B1%B9%B0%BF%C9%BC%C7+Memorial+Day+%C8%DE%C0%E5+%BE%C8%B3%BB+%285%2F25%29&mContent=%3Cp+style%3D%22font-size%3A+12px%3B+line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B+color%3A+rgb%2851%2C+51%2C+51%29%3B+margin-right%3A+0px%3B+margin-left%3A+0px%3B+padding%3A+2px+1px%3B%22%3E%3Cspan+style%3D%22line-height%3A+19.08px%3B+font-family%3A+%B5%B8%BF%F2%3B%22%3E%BE%C8%B3%E7%C7%CF%BC%BC%BF%E4.+NH%C5%F5%C0%DA%C1%F5%B1%C7%C0%D4%B4%CF%B4%D9.%3C%2Fspan%3E%3C%2Fp%3E%0D%0A%3Cp+style%3D%22font-size%3A+12px%3B+line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B+color%3A+rgb%2851%2C+51%2C+51%29%3B+margin-right%3A+0px%3B+margin-left%3A+0px%3B+padding%3A+2px+1px%3B%22%3E%3Cspan+style%3D%22line-height%3A+19.08px%3B+font-family%3A+%B5%B8%BF%F2%3B%22%3E%3Cbr+style%3D%22line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B%22%3E%3C%2Fspan%3E%3C%2Fp%3E%0D%0A%3Cp+style%3D%22font-size%3A+12px%3B+line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B+color%3A+rgb%2851%2C+51%2C+51%29%3B+margin-right%3A+0px%3B+margin-left%3A+0px%3B+padding%3A+2px+1px%3B%22%3E%3Cspan+style%3D%22line-height%3A+19.08px%3B+font-family%3A+%B5%B8%BF%F2%3B%22%3E%C7%D7%BB%F3+%C0%FA%C8%F1+NH%C5%F5%C0%DA%C1%F5%B1%C7%C0%BB+%C0%CC%BF%EB%C7%D8%C1%D6%BD%C3%B4%C2+%B0%ED%B0%B4%BA%D0%B5%E9%B2%B2+%B0%A8%BB%E7+%C0%CE%BB%E7+%B5%E5%B8%AE%B8%E7+Memorial%26nbsp%3BDay+%B0%FC%B7%C3%26nbsp%3B%C8%DE%C0%E5+%C0%CF%C1%A4%C0%BB+%BE%C6%B7%A1%BF%CD+%B0%B0%C0%CC+%BE%C8%B3%BB+%B5%E5%B8%AE%BF%C0%B4%CF+%B8%C5%B8%C5%BF%A1+%C2%FC%B0%ED+%BA%CE%C5%B9+%B5%E5%B8%B3%B4%CF%B4%D9.%3Cbr+style%3D%22line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B%22%3E%3C%2Fspan%3E%3C%2Fp%3E%0D%0A%3Cp+style%3D%22font-size%3A+12px%3B+line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B+color%3A+rgb%2851%2C+51%2C+51%29%3B+margin-right%3A+0px%3B+margin-left%3A+0px%3B+padding%3A+2px+1px%3B%22%3E%3Cspan+style%3D%22line-height%3A+19.08px%3B+font-family%3A+%B5%B8%BF%F2%3B%22%3E%3Cbr%3E%3C%2Fspan%3E%3C%2Fp%3E%0D%0A%3Cp+style%3D%22font-size%3A+12px%3B+line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B+color%3A+rgb%2851%2C+51%2C+51%29%3B+margin-right%3A+0px%3B+margin-left%3A+0px%3B+padding%3A+2px+1px%3B%22%3E%3Cspan+style%3D%22line-height%3A+19.08px%3B+font-family%3A+%B5%B8%BF%F2%3B%22%3E%3Cimg+src%3D%22https%3A%2F%2Fm.nhqv.com%2FfileUpload%2FnamoCrossEditor%2Ftemp%2F1779427090175.png%22+title%3D%22%22+alt%3D%22%22+style%3D%22vertical-align%3A+baseline%3B+border%3A+0px+solid+rgb%280%2C+0%2C+0%29%3B%22%3E%3C%2Fspan%3E%3C%2Fp%3E%0D%0A%3Cp+style%3D%22font-size%3A+12px%3B+line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B+color%3A+rgb%2851%2C+51%2C+51%29%3B+margin-right%3A+0px%3B+margin-left%3A+0px%3B+padding%3A+2px+1px%3B%22%3E%3Cspan+style%3D%22line-height%3A+19.08px%3B+font-family%3A+%B5%B8%BF%F2%3B%22%3E%3Cbr%3E%3C%2Fspan%3E%3C%2Fp%3E%0D%0A%3Cp+style%3D%22font-size%3A+12px%3B+line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B+color%3A+rgb%2851%2C+51%2C+51%29%3B+margin-right%3A+0px%3B+margin-left%3A+0px%3B+padding%3A+2px+1px%3B%22%3E%3Cspan+style%3D%22line-height%3A+19.08px%3B+font-family%3A+%B5%B8%BF%F2%3B%22%3E%B1%E2%C5%B8+%B9%AE%C0%C7+%BB%E7%C7%D7%C0%BA+02-768-7676+%C0%FC%C8%AD+%BF%AC%B0%E1+%C8%C4+ARS+%C0%CC%BF%EB+2%B9%F8+%BC%B1%C5%C3%C7%CF%BD%C3%B8%E9+%B4%E4%BA%AF+%B5%E5%B8%AE%B0%DA%BD%C0%B4%CF%B4%D9.%3C%2Fspan%3E%3C%2Fp%3E%0D%0A%3Cp+style%3D%22font-size%3A+12px%3B+line-height%3A+19.08px%3B+font-family%3A+Dotum%2C+%B5%B8%BF%F2%2C+sans-serif%3B+color%3A+rgb%2851%2C+51%2C+51%29%3B+margin-right%3A+0px%3B+margin-left%3A+0px%3B+padding%3A+2px+1px%3B%22%3E%3Cspan+style%3D%22line-height%3A+19.08px%3B+font-family%3A+%B5%B8%BF%F2%3B%22%3E%B0%A8%BB%E7%C7%D5%B4%CF%B4%D9.%3C%2Fspan%3E%3C%2Fp%3E&mInputDttm=Fri+May+22+14%3A18%3A27+KST+2026&mSite=A&mPop=N&mGpop=N&mTopYn=N&mNoticeYn=Y&mFlag=Y&mDelYn=N"", ""update"": false, ""modeName"": """", ""pageNumber"": 1}"
2026-05-22 09:07:30,신한투자증권,2026-05-22,[안내] 국민성장펀드 온라인 한도 소진,7254,없음,,https://m.shinhansec.com/#boardName=nNoticeCFM,json_api,"{""f0"": ""2026.05.22"", ""f1"": ""[안내] 국민성장펀드 온라인 한도 소진"", ""f2"": ""-"", ""f3"": """", ""f4"": ""7254"", ""f5"": ""조민아"", ""f6"": ""https://bbs2.shinhansec.com/mobile/view.do?boardName=nNoticeCFM&messageId=936806&messageNumber=7865"", ""f7"": ""936806"", ""f8"": ""N""}"
2026-05-22 09:07:30,신한투자증권,2026-05-22,ARS 점검 공지(5/31),18,시스템,,https://m.shinhansec.com/#boardName=nNoticeCFM,json_api,"{""f0"": ""2026.05.22"", ""f1"": ""ARS 점검 공지(5/31)"", ""f2"": ""-"", ""f3"": """", ""f4"": ""18"", ""f5"": ""은방실"", ""f6"": ""https://bbs2.shinhansec.com/mobile/view.do?boardName=nNoticeCFM&messageId=936804&messageNumber=7864"", ""f7"": ""936804"", ""f8"": ""N""}"
2026-05-22 09:07:30,신한투자증권,2026-05-21,SKC 주식회사 실권주 일반공모 배정 및 환불 안내,896,없음,,https://m.shinhansec.com/#boardName=nNoticeCFM,json_api,"{""f0"": ""2026.05.21"", ""f1"": ""SKC 주식회사 실권주 일반공모 배정 및 환불 안내"", ""f2"": ""-"", ""f3"": """", ""f4"": ""896"", ""f5"": ""유지은"", ""f6"": ""https://bbs2.shinhansec.com/mobile/view.do?boardName=nNoticeCFM&messageId=936717&messageNumber=7861"", ""f7"": ""936717"", ""f8"": ""N""}"
2026-05-22 09:07:30,신한투자증권,2026-05-21,[변경] 신용/대출 가능 종목 변경 (2026/05/21),419,상품,,https://m.shinhansec.com/#boardName=nNoticeCFM,json_api,"{""f0"": ""2026.05.21"", ""f1"": ""[변경] 신용/대출 가능 종목 변경 (2026/05/21)"", ""f2"": ""-"", ""f3"": """", ""f4"": ""419"", ""f5"": ""RPA25"", ""f6"": ""https://bbs2.shinhansec.com/mobile/view.do?boardName=nNoticeCFM&messageId=936701&messageNumber=7860"", ""f7"": ""936701"", ""f8"": ""N""}"
2026-05-22 09:07:30,신한투자증권,2026-05-20,[안내] 단일 레버리지 ETP(ETF/ETN) 투자자 보호 제도 변경,1859,규제,,https://m.shinhansec.com/#boardName=nNoticeCFM,json_api,"{""f0"": ""2026.05.20"", ""f1"": ""[안내] 단일 레버리지 ETP(ETF/ETN) 투자자 보호 제도 변경 "", ""f2"": ""-"", ""f3"": """", ""f4"": ""1859"", ""f5"": ""김주호"", ""f6"": ""https://bbs2.shinhansec.com/mobile/view.do?boardName=nNoticeCFM&messageId=936666&messageNumber=7858"", ""f7"": ""936666"", ""f8"": ""N""}"
2026-05-22 09:07:30,신한투자증권,2026-05-20,[안내] 단일 레버리지 ETP(ETF/ETN) 투자자 보호 제도 변경,52514,규제,,https://m.shinhansec.com/#boardName=nNoticeCFM,json_api,"{""f0"": ""2026.05.20"", ""f1"": ""[안내] 단일 레버리지 ETP(ETF/ETN) 투자자 보호 제도 변경"", ""f2"": ""-"", ""f3"": """", ""f4"": ""52514"", ""f5"": ""김주호"", ""f6"": ""https://bbs2.shinhansec.com/mobile/view.do?boardName=nNoticeCFM&messageId=936654&messageNumber=7857"", ""f7"": ""936654"", ""f8"": ""Y""}"
2026-05-22 09:07:30,신한투자증권,2026-05-19,[해외주식] 병합/분할/심볼변경/상장폐지 효력일 안내 (5월 25일 ~ 5월 29일),497,서비스,,https://m.shinhansec.com/#boardName=nNoticeCFM,json_api,"{""f0"": ""2026.05.19"", ""f1"": ""[해외주식] 병합/분할/심볼변경/상장폐지 효력일 안내 (5월 25일 ~ 5월 29일)"", ""f2"": ""-"", ""f3"": """", ""f4"": ""497"", ""f5"": ""김우건"", ""f6"": ""https://bbs2.shinhansec.com/mobile/view.do?boardName=nNoticeCFM&messageId=936589&messageNumber=7854"", ""f7"": ""936589"", ""f8"": ""N""}"
2026-05-22 09:07:30,신한투자증권,2026-05-18,해외주식 의결권 행사안내_(2026-05-18),365,없음,https://bbs2.shinhansec.com/board/message/file.do?attachmentId=351509,https://m.shinhansec.com/#boardName=nNoticeCFM,json_api,"{""f0"": ""2026.05.18"", ""f1"": ""해외주식 의결권 행사안내_(2026-05-18)"", ""f2"": ""-"", ""f3"": ""https://bbs2.shinhansec.com/board/message/file.do?attachmentId=351509"", ""f4"": ""365"", ""f5"": ""신가현"", ""f6"": ""https://bbs2.shinhansec.com/mobile/view.do?boardName=nNoticeCFM&messageId=936547&messageNumber=7852"", ""f7"": ""936547"", ""f8"": ""N""}"
